,x1,x2,segment,visit
9722,3,5,0,0
9723,9,8,0,0
9724,7,4,1,0
9725,0,5,0,0
9726,6,8,1,0
9727,5,0,0,0
9728,7,1,0,0
9729,6,4,1,1
9730,3,2,0,1
9731,0,2,1,1
9732,3,8,0,0
9733,6,7,1,0
9734,3,5,1,0
9735,8,7,0,0
9736,6,6,0,0
9737,3,4,0,0
9738,6,3,0,0
9739,7,4,1,1
9740,4,4,1,0
9741,8,4,1,0
9742,0,9,1,1
9743,5,3,0,0
9744,2,9,0,0
9745,7,9,0,1
9746,0,8,1,0
9747,2,0,1,0
9748,4,1,1,0
9749,1,3,0,1
9750,5,6,0,0
9751,3,8,0,1
9752,4,3,1,0
9753,8,6,0,0
9754,5,4,0,0
9755,5,0,1,1
9756,4,2,0,0
9757,6,8,0,0
9758,3,3,1,1
9759,7,0,1,1
9760,9,0,0,0
9761,1,1,0,0
9762,8,1,1,0
9763,3,9,1,1
9764,4,3,1,1
9765,7,2,0,0
9766,0,6,0,1
9767,9,3,1,1
9768,5,8,1,1
9769,4,6,1,0
9770,4,4,0,0
9771,5,9,0,0
9772,0,8,0,0
9773,4,5,0,0
9774,0,8,0,0
9775,1,2,0,0
9776,3,9,1,1
9777,0,1,0,0
9778,1,8,0,0
9779,4,0,0,0
9780,9,5,1,0
9781,4,5,0,1
9782,9,1,1,1
9783,7,6,0,0
9784,7,9,0,0
9785,1,0,0,0
9786,0,1,1,0
9787,6,5,0,0
9788,8,1,1,0
9789,7,1,1,0
9790,2,1,0,0
9791,6,5,1,1
9792,7,4,1,1
9793,0,4,0,0
9794,7,3,1,0
9795,5,5,0,1
9796,8,5,0,0
9797,7,6,0,0
9798,6,8,1,1
9799,2,5,1,1
9800,0,4,1,0
9801,2,6,1,1
9802,7,3,1,0
9803,0,6,1,1
9804,6,3,0,0
9805,7,2,0,1
9806,4,3,1,1
9807,2,2,1,1
9808,4,2,1,0
9809,3,4,1,1
9810,5,6,1,0
9811,9,6,1,1
9812,5,2,1,0
9813,0,7,0,1
9814,5,5,1,1
9815,7,1,1,1
9816,0,9,1,1
9817,6,3,1,0
9818,8,0,1,0
9819,7,2,0,0
9820,3,3,1,1
9821,4,8,0,0
9822,3,8,0,1
9823,4,6,1,1
9824,5,1,1,0
9825,2,9,1,1
9826,4,8,1,1
9827,9,5,1,1
9828,5,4,1,1
9829,7,0,0,0
9830,6,3,0,0
9831,6,9,1,1
9832,5,2,0,0
9833,0,7,1,0
9834,0,4,0,0
9835,5,2,0,0
9836,8,7,1,1
9837,0,2,0,0
9838,4,9,1,0
9839,5,5,1,0
9840,0,9,1,0
9841,7,1,1,0
9842,4,4,1,0
9843,8,1,1,1
9844,8,0,1,1
9845,5,2,0,0
9846,0,7,1,0
9847,5,2,0,0
9848,6,8,1,1
9849,7,6,0,0
9850,0,6,1,1
9851,9,8,0,0
9852,0,1,1,1
9853,8,4,1,0
9854,6,8,0,0
9855,3,3,0,0
9856,4,0,1,0
9857,0,5,1,1
9858,5,2,1,0
9859,9,1,0,0
9860,4,3,1,0
9861,3,1,1,1
9862,9,0,0,0
9863,9,6,1,1
9864,8,7,0,0
9865,3,7,1,0
9866,6,8,1,1
9867,1,6,1,1
9868,6,8,1,0
9869,2,5,1,0
9870,7,9,0,1
9871,9,2,0,1
9872,3,5,1,0
9873,4,4,1,0
9874,6,5,0,0
9875,1,5,1,0
9876,5,7,0,0
9877,1,3,1,0
9878,0,1,1,1
9879,9,1,0,0
9880,4,4,1,0
9881,0,0,0,0
9882,2,5,0,0
9883,7,3,1,1
9884,8,2,1,1
9885,7,9,0,1
9886,6,8,0,1
9887,2,6,1,0
9888,3,6,1,0
9889,4,1,1,1
9890,4,4,1,1
9891,0,0,0,0
9892,1,4,1,1
9893,9,4,0,0
9894,2,4,1,0
9895,7,0,0,0
9896,8,1,0,0
9897,1,3,1,1
9898,6,4,0,0
9899,2,4,0,1
9900,0,4,0,0
9901,2,0,0,1
9902,7,6,0,1
9903,9,2,0,0
9904,3,7,1,1
9905,0,8,1,1
9906,0,7,0,0
9907,3,4,0,0
9908,5,1,0,0
9909,3,1,0,0
9910,5,4,0,0
9911,7,6,1,1
9912,9,3,0,0
9913,9,5,1,1
9914,5,9,0,0
9915,0,8,0,0
9916,6,0,0,0
9917,2,9,1,0
9918,8,4,0,1
9919,7,0,1,1
9920,9,2,1,0
9921,3,9,1,0
9922,9,3,0,1
9923,0,0,0,0
9924,9,2,1,0
9925,5,9,0,0
9926,2,2,1,1
9927,8,7,1,0
9928,4,8,1,0
9929,9,1,0,1
9930,1,9,0,0
9931,5,1,0,1
9932,8,8,1,1
9933,3,3,0,1
9934,6,1,0,0
9935,8,3,1,1
9936,1,3,0,0
9937,7,1,1,0
9938,9,2,0,0
9939,2,8,1,1
9940,6,6,0,0
9941,1,7,1,1
9942,7,0,1,0
9943,5,2,1,0
9944,9,9,0,0
9945,2,1,0,0
9946,5,9,1,0
9947,6,6,0,1
9948,2,0,1,0
9949,8,0,0,0
9950,7,3,1,0
9951,0,5,1,1
9952,8,8,1,1
9953,9,1,1,0
9954,4,7,1,0
9955,4,9,1,1
9956,8,5,0,0
9957,8,2,0,0
9958,0,9,1,1
9959,8,7,0,1
9960,3,1,0,0
9961,3,3,0,0
9962,9,6,0,0
9963,7,9,0,0
9964,9,9,0,0
9965,5,4,1,0
9966,2,6,0,1
9967,5,5,1,0
9968,2,3,0,0
9969,0,8,0,0
9970,1,0,1,1
9971,6,6,0,1
9972,7,6,0,0
9973,3,5,0,1
9974,6,9,0,0
9975,2,9,1,1
9976,8,9,0,1
9977,3,7,0,0
9978,6,2,1,0
9979,4,3,1,1
9980,6,1,0,0
9981,8,2,0,0
9982,8,4,1,1
9983,2,6,1,1
9984,8,1,1,0
9985,2,7,1,0
9986,3,1,1,1
9987,7,5,0,0
9988,8,0,1,0
9989,5,8,1,1
9990,0,7,0,0
9991,0,3,1,1
9992,4,0,0,0
9993,2,9,1,0
9994,6,9,1,0
9995,2,4,0,0
9996,8,7,0,0
9997,3,6,0,0
9998,8,8,0,0
9999,5,2,0,1
10000,8,2,0,0
10001,0,9,1,0
10002,0,0,0,0
10003,0,6,1,0
10004,4,9,1,0
10005,9,4,0,0
10006,9,0,1,1
10007,3,3,0,0
10008,7,2,1,0
10009,4,6,1,1
10010,4,8,1,0
10011,0,2,0,0
10012,7,7,0,0
10013,7,2,1,1
10014,9,5,0,0
10015,5,8,0,1
10016,7,2,0,0
10017,5,5,0,0
10018,3,4,1,0
10019,1,1,1,0
10020,7,5,1,1
10021,0,6,1,0
10022,0,2,0,0
10023,2,0,1,0
10024,3,0,1,1
10025,7,7,0,0
10026,4,6,1,0
10027,5,8,1,1
10028,6,2,0,0
10029,1,0,1,0
10030,8,1,1,1
10031,2,6,0,1
10032,1,5,1,0
10033,6,9,0,0
10034,5,1,0,1
10035,9,0,1,0
10036,6,5,0,0
10037,6,1,0,0
10038,6,0,0,0
10039,6,0,1,1
10040,5,5,0,0
10041,6,3,1,1
10042,4,1,0,0
10043,2,2,1,1
10044,0,9,1,1
10045,2,8,0,0
10046,1,1,1,1
10047,8,9,0,0
10048,8,0,0,0
10049,8,5,1,1
10050,4,3,0,0
10051,4,5,0,0
10052,5,9,1,1
10053,9,6,1,0
10054,0,4,1,0
10055,9,8,0,1
10056,9,4,0,0
10057,5,3,1,0
10058,4,7,1,0
10059,1,9,0,0
10060,8,1,1,1
10061,8,6,0,0
10062,6,6,1,1
10063,6,5,0,0
10064,2,4,0,1
10065,1,8,1,1
10066,5,5,1,0
10067,7,9,0,1
10068,0,9,1,0
10069,5,3,0,1
10070,1,0,0,0
10071,2,4,1,0
10072,1,9,1,1
10073,2,9,1,1
10074,8,0,1,0
10075,8,3,0,0
10076,5,9,0,0
10077,6,5,1,1
10078,5,9,0,0
10079,1,6,1,0
10080,2,1,0,0
10081,8,7,0,0
10082,4,2,1,1
10083,8,5,1,1
10084,6,8,0,1
10085,4,7,0,1
10086,3,5,0,0
10087,0,2,0,0
10088,1,6,1,0
10089,8,7,0,0
10090,5,1,1,1
10091,2,4,0,0
10092,6,9,1,0
10093,0,2,1,0
10094,6,0,1,1
10095,5,9,1,0
10096,7,0,0,0
10097,8,0,1,0
10098,5,2,1,0
10099,7,5,0,1
10100,9,4,0,0
10101,1,1,1,1
10102,6,8,0,0
10103,8,6,0,0
10104,9,5,0,0
10105,5,6,1,1
10106,2,1,1,0
10107,8,7,0,0
10108,4,1,1,1
10109,2,1,1,0
10110,5,4,0,0
10111,0,6,1,1
10112,6,0,0,1
10113,4,4,0,0
10114,7,0,0,1
10115,1,7,0,0
10116,1,7,0,0
10117,5,1,1,0
10118,9,3,0,0
10119,7,7,0,1
10120,3,5,1,0
10121,6,0,0,0
10122,3,3,1,0
10123,6,3,0,1
10124,8,9,0,0
10125,7,2,0,0
10126,8,9,0,0
10127,8,2,0,0
10128,9,3,1,1
10129,3,2,1,0
10130,7,0,1,0
10131,3,8,0,0
10132,8,2,1,0
10133,8,8,1,0
10134,7,0,1,0
10135,3,6,0,0
10136,9,0,0,0
10137,1,0,1,1
10138,5,6,1,0
10139,6,0,1,1
10140,8,5,1,0
10141,9,9,0,1
10142,8,2,1,1
10143,4,9,0,0
10144,1,4,1,0
10145,6,8,0,0
10146,6,2,1,0
10147,6,2,0,0
10148,8,1,1,1
10149,8,8,0,0
10150,1,9,0,0
10151,1,1,0,0
10152,9,1,1,0
10153,9,5,1,1
10154,2,2,0,0
10155,5,5,1,0
10156,3,2,0,0
10157,1,8,1,1
10158,2,5,0,0
10159,6,6,1,0
10160,8,5,0,0
10161,7,3,0,0
10162,4,6,0,0
10163,3,2,1,1
10164,3,7,1,0
10165,6,7,0,0
10166,8,9,1,0
10167,9,3,1,0
10168,8,3,1,1
10169,3,1,0,0
10170,2,6,1,0
10171,8,9,0,1
10172,4,3,1,1
10173,4,0,1,1
10174,7,1,1,0
10175,4,8,0,0
10176,1,6,1,0
10177,6,2,0,0
10178,5,6,0,0
10179,8,5,0,1
10180,4,4,1,0
10181,3,4,1,1
10182,4,6,1,0
10183,7,2,1,0
10184,3,6,0,0
10185,6,6,0,1
10186,5,1,1,1
10187,2,5,1,1
10188,0,8,1,1
10189,3,7,0,0
10190,8,0,1,0
10191,7,6,1,1
10192,2,5,0,0
10193,4,5,1,1
10194,2,2,0,0
10195,2,4,0,0
10196,4,6,0,0
10197,4,2,0,1
10198,0,3,1,1
10199,1,4,1,0
10200,4,7,1,0
10201,1,0,0,0
10202,3,2,1,0
10203,6,7,0,0
10204,9,8,1,1
10205,1,9,0,0
10206,4,6,1,1
10207,7,6,0,1
10208,1,0,0,0
10209,8,5,1,1
10210,2,4,0,0
10211,1,9,1,1
10212,2,4,1,1
10213,3,1,0,1
10214,2,2,0,0
10215,2,1,1,0
10216,6,3,0,0
10217,7,5,1,1
10218,8,8,0,0
10219,7,3,0,0
10220,0,5,0,0
10221,0,7,1,1
10222,6,8,1,0
10223,1,5,0,0
10224,2,1,0,0
10225,8,9,1,1
10226,2,8,0,0
10227,0,4,0,0
10228,5,0,0,0
10229,0,3,1,0
10230,1,5,1,0
10231,7,9,1,0
10232,5,1,0,1
10233,8,0,1,1
10234,2,8,1,1
10235,6,0,0,0
10236,3,8,0,0
10237,5,1,1,0
10238,5,5,1,0
10239,3,5,0,1
10240,9,9,1,0
10241,6,1,1,1
10242,0,8,0,0
10243,3,0,0,0
10244,7,5,0,0
10245,3,4,1,0
10246,0,8,0,0
10247,3,9,0,1
10248,2,1,1,1
10249,5,5,1,1
10250,9,4,0,0
10251,1,0,1,1
10252,7,5,0,1
10253,7,5,0,1
10254,7,1,1,1
10255,5,5,1,1
10256,4,7,0,0
10257,9,5,0,0
10258,9,9,0,1
10259,6,7,0,1
10260,4,2,0,0
10261,0,0,1,1
10262,6,0,1,0
10263,1,4,0,0
10264,9,4,0,0
10265,3,1,1,1
10266,7,1,1,0
10267,2,9,1,1
10268,9,8,0,0
10269,7,3,1,1
10270,8,8,0,0
10271,1,4,0,0
10272,9,8,1,0
10273,8,0,0,0
10274,7,2,1,0
10275,6,6,1,1
10276,2,9,0,0
10277,6,4,1,0
10278,5,2,1,1
10279,4,5,0,0
10280,3,1,1,0
10281,6,7,1,0
10282,7,2,1,0
10283,3,7,0,0
10284,0,2,0,0
10285,7,3,1,1
10286,4,1,1,1
10287,6,7,0,0
10288,5,2,1,1
10289,2,8,0,0
10290,2,9,1,0
10291,7,4,1,0
10292,3,5,0,0
10293,7,7,0,0
10294,9,4,0,0
10295,0,1,1,1
10296,1,8,1,0
10297,9,9,1,1
10298,7,3,0,0
10299,1,1,0,0
10300,6,2,1,0
10301,3,8,1,1
10302,2,7,1,0
10303,7,2,1,1
10304,2,2,1,0
10305,8,2,1,1
10306,8,7,0,0
10307,3,1,1,1
10308,6,8,1,0
10309,9,6,0,0
10310,5,2,0,0
10311,4,0,0,0
10312,8,9,1,0
10313,3,9,1,1
10314,3,0,0,0
10315,9,0,0,1
10316,7,2,1,1
10317,0,0,1,0
10318,5,0,1,1
10319,9,9,1,0
10320,7,7,1,1
10321,4,4,0,0
10322,3,0,0,1
10323,7,7,1,0
10324,1,3,1,1
10325,6,8,1,0
10326,2,5,1,1
10327,3,8,1,0
10328,3,8,1,1
10329,1,3,1,0
10330,0,7,1,0
10331,8,6,1,1
10332,4,5,1,1
10333,2,1,0,0
10334,1,3,0,0
10335,6,4,0,0
10336,9,2,0,0
10337,7,6,0,0
10338,0,0,1,0
10339,5,4,1,0
10340,1,9,1,0
10341,8,0,1,1
10342,3,6,1,1
10343,9,5,0,0
10344,7,1,0,0
10345,0,5,0,0
10346,2,0,0,0
10347,6,0,1,0
10348,4,3,0,0
10349,0,6,0,0
10350,7,5,1,0
10351,4,5,0,0
10352,3,9,0,0
10353,0,4,0,0
10354,3,2,1,0
10355,6,4,0,0
10356,9,6,1,1
10357,8,6,0,0
10358,7,2,0,0
10359,0,9,0,0
10360,0,5,1,0
10361,5,1,0,1
10362,1,8,0,0
10363,7,6,1,1
10364,6,9,1,0
10365,0,2,0,1
10366,8,0,0,1
10367,1,5,1,0
10368,1,7,0,0
10369,9,9,1,1
10370,2,9,0,0
10371,7,5,0,0
10372,5,8,0,1
10373,8,7,1,1
10374,8,8,0,0
10375,0,0,0,0
10376,2,8,1,0
10377,0,3,1,0
10378,2,2,1,0
10379,8,4,0,0
10380,5,2,0,1
10381,4,0,0,0
10382,7,6,1,1
10383,5,5,1,0
10384,1,1,1,1
10385,1,8,0,0
10386,0,7,0,0
10387,1,6,0,0
10388,7,9,1,1
10389,1,2,0,0
10390,6,4,1,0
10391,1,8,0,1
10392,2,9,0,0
10393,8,6,0,1
10394,7,6,1,0
10395,6,5,1,0
10396,5,4,0,0
10397,0,5,1,0
10398,9,3,1,1
10399,1,0,0,0
10400,2,6,1,1
10401,2,1,1,1
10402,0,9,1,0
10403,3,1,0,0
10404,4,4,1,0
10405,6,5,0,0
10406,8,2,0,0
10407,8,7,1,1
10408,9,6,1,0
10409,9,2,0,0
10410,3,2,0,0
10411,7,1,1,0
10412,4,7,0,1
10413,8,2,0,0
10414,3,7,1,1
10415,3,1,0,0
10416,8,6,1,0
10417,5,0,1,1
10418,2,6,1,1
10419,6,1,0,0
10420,5,6,0,0
10421,1,3,0,0
10422,4,5,1,1
10423,4,2,1,1
10424,2,7,1,0
10425,4,3,1,1
10426,4,0,1,1
10427,4,9,0,0
10428,4,7,0,1
10429,9,0,1,1
10430,0,7,0,0
10431,9,2,1,0
10432,0,5,1,1
10433,4,2,0,0
10434,4,3,1,0
10435,0,9,0,1
10436,2,4,1,0
10437,9,0,1,0
10438,5,8,1,0
10439,3,4,1,0
10440,0,4,0,0
10441,2,3,0,0
10442,8,2,1,0
10443,1,1,0,0
10444,4,4,0,0
10445,2,3,1,0
10446,3,3,0,0
10447,7,2,1,0
10448,9,7,0,1
10449,5,9,0,1
10450,4,4,1,1
10451,3,5,1,0
10452,9,7,1,0
10453,3,7,0,0
10454,8,5,1,1
10455,9,4,0,0
10456,5,1,1,1
10457,8,4,0,1
10458,0,5,1,0
10459,4,8,1,0
10460,5,4,0,0
10461,3,6,1,1
10462,2,1,0,0
10463,2,4,1,0
10464,7,9,1,1
10465,3,2,1,1
10466,0,2,0,0
10467,0,2,1,0
10468,1,3,1,1
10469,0,1,0,0
10470,6,4,0,0
10471,6,8,0,1
10472,0,0,1,1
10473,4,4,1,0
10474,6,2,1,1
10475,2,8,1,0
10476,5,4,0,0
10477,5,5,0,0
10478,4,9,0,0
10479,5,2,0,0
10480,2,0,1,1
10481,5,0,0,0
10482,2,5,1,0
10483,1,2,0,0
10484,1,4,0,0
10485,8,0,1,0
10486,7,0,0,1
10487,1,4,1,1
10488,4,3,0,0
10489,7,6,1,0
10490,2,2,1,1
10491,3,9,0,0
10492,3,6,0,0
10493,1,7,1,0
10494,8,3,0,0
10495,2,1,1,0
10496,0,9,0,1
10497,9,3,0,0
10498,7,6,0,0
10499,6,7,1,1
10500,9,7,0,0
10501,8,4,1,1
10502,5,3,1,1
10503,6,6,1,1
10504,1,5,0,0
10505,3,8,0,0
10506,8,1,0,0
10507,6,6,0,0
10508,3,0,0,0
10509,9,6,1,1
10510,9,4,1,1
10511,2,1,1,0
10512,9,4,1,1
10513,8,0,0,0
10514,9,1,1,1
10515,4,5,1,1
10516,4,8,1,1
10517,1,7,1,0
10518,2,7,1,1
10519,5,7,1,0
10520,1,0,1,1
10521,2,1,0,0
10522,9,9,0,0
10523,1,6,1,1
10524,1,7,0,0
10525,9,7,1,1
10526,6,9,1,0
10527,7,4,0,0
10528,1,0,0,1
10529,1,7,1,1
10530,2,3,1,0
10531,5,3,1,1
10532,0,2,0,0
10533,1,3,0,0
10534,3,1,0,0
10535,1,1,0,0
10536,6,3,0,0
10537,6,8,1,0
10538,8,0,1,0
10539,4,8,1,0
10540,7,0,1,0
10541,0,7,0,1
10542,0,3,1,0
10543,6,6,1,0
10544,7,6,0,0
10545,8,8,0,0
10546,8,5,1,0
10547,0,7,0,0
10548,4,0,1,0
10549,4,4,1,0
10550,8,1,0,0
10551,8,8,1,1
10552,9,7,1,0
10553,4,3,0,0
10554,6,1,1,0
10555,2,8,0,0
10556,8,6,0,0
10557,4,6,1,0
10558,8,5,1,1
10559,1,7,0,0
10560,6,2,1,0
10561,8,3,0,0
10562,0,9,0,1
10563,1,6,0,0
10564,6,2,0,0
10565,6,2,0,0
10566,6,9,1,0
10567,0,3,0,0
10568,9,1,1,0
10569,3,2,0,1
10570,6,8,0,1
10571,4,3,1,0
10572,1,9,0,0
10573,1,4,0,0
10574,9,1,1,1
10575,7,2,1,0
10576,4,8,1,1
10577,7,4,0,0
10578,2,6,0,0
10579,0,4,1,0
10580,9,9,1,0
10581,5,3,1,1
10582,1,2,1,0
10583,0,3,1,1
10584,3,4,0,0
10585,0,0,0,0
10586,0,8,0,1
10587,4,9,0,0
10588,0,3,1,0
10589,2,5,1,1
10590,5,9,0,1
10591,8,1,1,1
10592,3,0,1,0
10593,0,1,0,0
10594,7,7,1,0
10595,1,5,1,1
10596,8,8,1,1
10597,5,7,0,0
10598,8,0,1,1
10599,6,3,0,0
10600,3,4,1,0
10601,9,2,1,1
10602,1,5,1,1
10603,2,7,1,1
10604,1,2,0,0
10605,5,4,0,0
10606,1,2,0,0
10607,4,0,0,0
10608,1,4,0,1
10609,1,9,1,1
10610,2,8,1,1
10611,8,2,0,0
10612,4,8,1,1
10613,3,3,1,0
10614,5,6,1,1
10615,7,9,1,1
10616,3,1,0,0
10617,2,0,0,0
10618,7,6,1,1
10619,8,6,1,0
10620,3,4,0,0
10621,2,1,1,1
10622,6,1,0,0
10623,3,9,1,1
10624,3,1,1,0
10625,7,5,0,0
10626,4,5,1,0
10627,6,5,0,1
10628,6,0,1,1
10629,1,7,1,0
10630,4,6,1,1
10631,6,1,1,1
10632,1,7,0,0
10633,7,2,1,1
10634,1,1,0,0
10635,6,3,1,0
10636,8,5,1,1
10637,5,8,1,0
10638,6,0,0,0
10639,6,5,1,0
10640,8,2,1,0
10641,4,2,0,0
10642,0,9,0,0
10643,7,2,1,1
10644,0,4,1,0
10645,3,3,0,0
10646,7,8,0,1
10647,8,7,0,0
10648,7,1,1,1
10649,7,0,0,1
10650,2,5,1,1
10651,6,0,1,1
10652,8,2,1,1
10653,8,9,1,0
10654,7,8,0,0
10655,2,1,0,0
10656,5,4,1,1
10657,9,2,0,0
10658,6,3,0,0
10659,7,2,1,0
10660,7,1,1,1
10661,4,9,0,0
10662,9,2,1,0
10663,7,8,0,0
10664,1,5,0,0
10665,7,7,0,0
10666,5,5,1,1
10667,0,9,1,0
10668,5,8,0,0
10669,4,1,1,0
10670,7,4,1,1
10671,8,9,1,1
10672,5,3,0,1
10673,9,1,1,0
10674,0,8,1,0
10675,5,4,1,1
10676,3,1,0,1
10677,7,1,0,0
10678,9,3,1,0
10679,0,7,0,1
10680,7,1,0,0
10681,2,2,0,1
10682,2,4,1,1
10683,9,9,0,0
10684,3,9,1,0
10685,0,4,0,1
10686,7,7,0,0
10687,4,4,0,1
10688,1,6,0,0
10689,9,6,1,1
10690,4,2,1,0
10691,8,4,1,1
10692,2,0,1,0
10693,8,0,1,0
10694,8,7,1,0
10695,9,7,1,0
10696,1,1,1,0
10697,5,3,1,1
10698,5,5,0,0
10699,3,4,0,0
10700,8,6,0,0
10701,7,0,0,1
10702,8,6,1,1
10703,1,2,0,0
10704,1,0,1,0
10705,7,1,0,0
10706,1,0,0,1
10707,6,4,1,0
10708,1,9,0,0
10709,4,4,1,0
10710,1,4,1,0
10711,4,1,1,0
10712,6,4,1,1
10713,7,0,1,0
10714,2,6,1,1
10715,3,8,1,0
10716,3,6,1,1
10717,2,7,1,0
10718,3,1,1,0
10719,3,3,1,0
10720,9,5,0,0
10721,2,1,0,0
10722,8,2,1,1
10723,7,3,1,1
10724,3,9,1,0
10725,1,8,0,1
10726,3,3,0,0
10727,0,0,0,0
10728,8,7,0,0
10729,4,3,1,1
10730,1,0,1,1
10731,2,0,0,0
10732,7,0,1,0
10733,5,3,1,0
10734,0,1,0,0
10735,8,5,0,0
10736,3,4,0,1
10737,2,6,1,1
10738,9,9,0,1
10739,3,1,0,0
10740,1,4,0,0
10741,4,6,0,0
10742,5,9,1,0
10743,2,7,1,1
10744,3,4,0,0
10745,1,3,1,0
10746,9,8,0,1
10747,7,8,0,0
10748,0,6,1,0
10749,6,4,0,0
10750,6,6,0,0
10751,3,4,1,0
10752,7,0,1,0
10753,5,9,0,0
10754,7,0,1,1
10755,7,8,1,0
10756,0,3,1,1
10757,0,7,1,1
10758,3,8,1,0
10759,3,0,0,0
10760,3,0,0,0
10761,1,6,0,0
10762,0,6,0,0
10763,9,3,0,1
10764,3,0,0,0
10765,4,0,0,0
10766,4,5,1,0
10767,5,5,1,1
10768,4,5,0,0
10769,8,5,1,1
10770,4,1,0,0
10771,3,8,1,0
10772,4,4,0,0
10773,6,3,0,0
10774,6,8,0,0
10775,1,8,0,0
10776,9,5,0,0
10777,8,2,1,1
10778,0,6,0,0
10779,3,9,0,0
10780,4,9,0,0
10781,5,2,0,1
10782,3,6,1,1
10783,5,8,0,0
10784,8,0,0,1
10785,6,4,0,1
10786,2,9,1,0
10787,4,3,0,0
10788,5,9,1,0
10789,4,5,1,0
10790,9,2,0,0
10791,0,4,0,0
10792,3,7,0,1
10793,7,4,0,0
10794,8,7,0,0
10795,9,4,1,0
10796,2,9,1,0
10797,9,4,0,1
10798,2,4,1,0
10799,0,7,0,1
10800,5,2,0,0
10801,4,4,0,0
10802,3,1,1,0
10803,2,4,1,1
10804,3,8,1,1
10805,9,5,0,0
10806,7,1,0,0
10807,2,4,0,0
10808,8,3,1,0
10809,3,3,0,0
10810,3,3,1,1
10811,7,9,1,1
10812,3,5,1,1
10813,8,3,0,0
10814,3,1,0,0
10815,8,5,1,1
10816,4,6,1,0
10817,0,6,1,1
10818,9,6,0,1
10819,4,0,1,1
10820,2,9,0,0
10821,7,1,0,0
10822,4,5,0,1
10823,9,2,1,1
10824,5,6,0,0
10825,2,8,1,1
10826,9,6,1,1
10827,2,3,0,0
10828,0,1,1,1
10829,4,5,0,0
10830,8,1,1,0
10831,9,3,0,1
10832,9,4,0,0
10833,3,9,0,0
10834,9,9,1,1
10835,4,1,1,1
10836,6,9,1,0
10837,1,0,1,1
10838,4,1,0,0
10839,3,5,0,1
10840,5,8,0,0
10841,7,8,1,1
10842,6,4,0,0
10843,6,3,0,0
10844,2,5,0,0
10845,3,1,0,0
10846,2,0,1,1
10847,4,9,1,1
10848,8,0,0,0
10849,3,8,0,1
10850,1,2,1,1
10851,0,0,1,1
10852,6,4,1,0
10853,3,0,1,0
10854,2,8,0,0
10855,4,6,0,0
10856,7,8,1,0
10857,3,7,0,1
10858,5,8,0,0
10859,8,3,0,0
10860,7,2,0,0
10861,9,2,1,1
10862,2,0,0,0
10863,0,2,0,1
10864,6,1,0,0
10865,0,6,0,1
10866,2,6,1,0
10867,7,5,0,0
10868,3,1,1,0
10869,7,9,1,0
10870,8,4,1,0
10871,5,5,0,0
10872,6,3,1,1
10873,4,7,1,0
10874,3,4,0,0
10875,8,8,0,0
10876,6,4,1,1
10877,9,0,1,0
10878,0,8,1,0
10879,8,8,1,1
10880,5,3,0,0
10881,9,6,0,0
10882,0,0,0,0
10883,8,1,0,0
10884,1,8,0,0
10885,9,4,1,1
10886,3,0,0,0
10887,8,5,0,0
10888,9,6,1,0
10889,3,1,1,0
10890,2,3,0,0
10891,4,0,0,1
10892,0,0,1,0
10893,1,5,1,1
10894,2,2,0,0
10895,7,2,1,1
10896,9,0,1,0
10897,3,2,0,0
10898,1,3,1,1
10899,3,9,1,0
10900,5,3,0,0
10901,7,1,0,1
10902,9,0,0,0
10903,6,1,1,0
10904,6,5,1,0
10905,6,9,1,0
10906,6,2,0,0
10907,0,4,1,1
10908,3,3,1,0
10909,6,0,0,0
10910,0,2,1,1
10911,0,5,0,0
10912,1,7,0,1
10913,0,0,0,0
10914,9,9,1,1
10915,5,3,1,0
10916,7,4,0,0
10917,5,9,0,0
10918,3,2,1,0
10919,3,9,1,1
10920,9,4,1,0
10921,2,8,0,0
10922,9,9,0,0
10923,4,7,0,0
10924,7,4,1,1
10925,5,0,0,0
10926,0,4,0,0
10927,0,3,1,1
10928,0,8,0,0
10929,8,9,1,1
10930,1,0,1,1
10931,3,1,1,0
10932,5,5,0,0
10933,9,5,0,0
10934,2,0,1,0
10935,4,9,0,1
10936,7,1,1,0
10937,8,9,1,0
10938,5,6,0,0
10939,5,4,1,1
10940,8,1,1,1
10941,4,5,1,0
10942,7,0,1,1
10943,1,5,0,0
10944,5,1,1,1
10945,4,4,0,0
10946,5,4,1,0
10947,5,5,0,1
10948,7,7,1,0
10949,9,0,1,1
10950,9,0,1,0
10951,2,7,1,0
10952,2,5,0,1
10953,2,3,0,0
10954,5,1,1,0
10955,0,9,1,0
10956,1,7,1,0
10957,5,0,0,1
10958,3,6,0,0
10959,0,9,0,0
10960,4,3,0,0
10961,6,0,1,1
10962,9,8,0,0
10963,4,3,0,0
10964,2,0,1,0
10965,6,5,0,0
10966,4,5,1,0
10967,0,7,1,1
10968,5,7,1,0
10969,0,8,0,0
10970,2,2,0,0
10971,0,0,0,0
10972,8,4,1,0
10973,6,1,1,1
10974,8,1,1,1
10975,4,6,0,1
10976,0,7,0,0
10977,3,1,1,1
10978,5,5,1,1
10979,6,7,0,0
10980,6,8,1,0
10981,2,7,1,1
10982,9,7,1,1
10983,8,0,0,0
10984,1,2,1,0
10985,3,8,0,1
10986,5,0,1,1
10987,6,7,1,0
10988,7,2,0,0
10989,3,9,1,1
10990,2,7,0,0
10991,5,9,0,1
10992,9,8,1,1
